Model Year;Make;Engine Size(L);Cylinders;Fuel Type;Fuel Consumption(Comb (L/100 km));CO2 Emissions(g/km);CO2 Rating;Smog Rating
2022;Land Rover;5;8;Z;13;305;3;3
2022;Land Rover;5;8;Z;15.1;354;3;3
2022;Land Rover;5;8;Z;15.5;365;2;3
2022;Land Rover;3;6;Z;11.4;269;4;7
2022;Land Rover;3;6;Z;11.4;269;4;7
2022;Land Rover;5;8;Z;12.6;294;4;3
2022;Land Rover;5;8;Z;14.3;336;3;3
2022;Lexus;2.5;4;X;8.4;195;6;6
2022;Lexus;2.5;4;X;5.3;124;9;7
2022;Lexus;3.5;6;X;9.2;214;5;5
2022;Lexus;3.5;6;X;9.4;219;5;5
2022;Lexus;4.6;8;Z;14.5;337;3;3
2022;Lexus;2;4;Z;9.5;221;5;5
2022;Lexus;3.5;6;Z;10.8;253;5;5
2022;Lexus;3.5;6;Z;10.8;253;5;5
2022;Lexus;5;8;Z;11.9;280;4;5
2022;Lexus;5;8;Z;12.6;294;4;5
2022;Lexus;5;8;Z;13;304;3;5
2022;Lexus;3.5;6;Z;8.1;189;6;7
2022;Lexus;3.4;6;Z;11.2;270;4;5
2022;Lexus;3.5;6;Z;9.2;216;5;7
2022;Lexus;3.4;6;Z;12.7;298;4;5
2022;Lexus;2.5;4;X;8.4;198;6;6
2022;Lexus;2.4;4;Z;9.5;221;5;7
2022;Lexus;2.4;4;Z;9.5;222;5;7
2022;Lexus;2.5;4;Z;6;140;8;7
2022;Lexus;3.5;6;Z;10.8;253;5;5
2022;Lexus;3.5;6;Z;10.8;253;5;5
2022;Lexus;5;8;Z;12.2;285;4;5
2022;Lexus;3.5;6;X;10.8;252;5;5
2022;Lexus;3.5;6;X;11.1;268;4;5
2022;Lexus;3.5;6;Z;7.9;185;6;7
2022;Lexus;3.5;6;Z;8.1;190;6;7
2022;Lexus;2;4;X;7.2;168;7;6
2022;Lexus;2;4;X;6;140;8;7
2022;Lincoln;3;6;X;11.9;280;4;5
2022;Lincoln;2;4;X;9.8;229;5;5
2022;Lincoln;2.3;4;X;9.9;232;5;5
2022;Lincoln;2;4;X;10.7;252;5;6
2022;Lincoln;2;4;X;10.7;251;5;6
2022;Lincoln;2.7;6;X;11.2;262;4;5
2022;Lincoln;3.5;6;X;13.2;311;3;6
2022;Maserati;3;6;Z;11.6;271;4;3
2022;Maserati;3;6;Z;11.6;271;4;3
2022;Maserati;3;6;Z;12.6;293;4;3
2022;Maserati;3.8;8;Z;14.9;348;3;1
2022;Maserati;3;6;Z;13.2;308;3;3
2022;Maserati;3;6;Z;13.2;308;3;3
2022;Maserati;3.8;8;Z;15;349;3;1
2022;Maserati;3.8;8;Z;15;349;3;1
2022;Maserati;3;6;Z;12.8;295;4;5
2022;Maserati;3;6;Z;12.1;281;4;3
2022;Maserati;3;6;Z;12.1;281;4;3
2022;Maserati;3;6;Z;12.6;293;4;3
2022;Maserati;3.8;8;Z;14.9;348;3;1
2022;Mazda;2;4;X;7.7;179;7;3
2022;Mazda;2;4;X;8;186;6;3
2022;Mazda;2;4;X;8.1;189;6;3
2022;Mazda;2;4;X;8.6;202;6;7
2022;Mazda;2.5;4;X;8.9;208;6;7
2022;Mazda;2.5;4;X;9.3;220;5;5
2022;Mazda;2.5;4;X;9.3;216;5;6
2022;Mazda;2.5;4;X;9;209;5;6
2022;Mazda;2.5;4;X;9.8;230;5;5
2022;Mazda;2.5;4;X;10.4;243;5;5
2022;Mazda;2;4;X;7.6;178;7;7
2022;Mazda;2;4;X;7.7;180;7;7
2022;Mazda;2.5;4;X;7.8;183;6;7
2022;Mazda;2.5;4;X;8.5;199;6;7
2022;Mazda;2.5;4;X;8.8;207;6;5
2022;Mazda;2;4;X;7.7;181;7;7
2022;Mazda;2;4;X;7.8;181;6;7
2022;Mazda;2.5;4;X;8.1;190;6;7
2022;Mazda;2.5;4;X;8.4;198;6;7
2022;Mazda;2.5;4;X;8.6;200;6;7
2022;Mazda;2.5;4;X;8.9;209;5;5
2022;Mazda;2;4;Z;7.9;186;6;3
2022;Mazda;2;4;Z;8.1;189;6;3
2022;Mercedes-Benz;2;4;Z;8.3;194;6;5
2022;Mercedes-Benz;2;4;Z;8.7;202;6;5
2022;Mercedes-Benz;2;4;Z;9.5;221;5;5
2022;Mercedes-Benz;2;4;Z;9.4;221;5;5
2022;Mercedes-Benz;3;6;Z;10.9;256;5;5
2022;Mercedes-Benz;3;6;Z;10.8;252;5;5
2022;Mercedes-Benz;2;4;Z;9.7;227;5;5
2022;Mercedes-Benz;2;4;Z;10.4;243;5;3
2022;Mercedes-Benz;3;6;Z;10.3;241;5;6
2022;Mercedes-Benz;3;6;Z;9.9;232;5;6
2022;Mercedes-Benz;3;6;Z;10.6;247;5;6
2022;Mercedes-Benz;3;6;Z;10.2;239;5;6
2022;Mercedes-Benz;2;4;Z;9.8;230;5;5
2022;Mercedes-Benz;2;4;Z;11.1;260;4;3
2022;Mercedes-Benz;2;4;Z;11.2;262;4;5
2022;Mercedes-Benz;3;6;Z;11.3;264;4;5
2022;Mercedes-Benz;3;6;Z;12.3;287;4;5
2022;Mercedes-Benz;3;6;Z;12.1;283;4;6
2022;Mercedes-Benz;3;6;Z;12.5;292;4;6
2022;Mercedes-Benz;3;6;Z;11;258;4;6
2022;Mercedes-Benz;2;4;Z;9.6;224;5;6
2022;Mercedes-Benz;2;4;Z;9.3;217;5;6
2022;Mercedes-Benz;2;4;Z;8.6;200;6;5
2022;Mercedes-Benz;3;6;Z;9.8;229;5;6
2022;Mercedes-Benz;2;4;Z;9.8;229;5;6
2022;Mercedes-Benz;3;6;Z;9.3;218;5;6
2022;Mercedes-Benz;3;6;Z;9.9;233;5;6
2022;Mercedes-Benz;3;6;Z;9.6;225;5;6
2022;Mercedes-Benz;3;6;Z;9.8;229;5;6
2022;Mercedes-Benz;2;4;Z;9;210;5;5
2022;Mercedes-Benz;2;4;Z;9.5;224;5;5
2022;Mercedes-Benz;2;4;Z;10.4;242;5;6
2022;Mercedes-Benz;2;4;Z;10.1;237;5;6
2022;Mercedes-Benz;2;4;Z;10.7;250;5;5
2022;Mercedes-Benz;3;6;Z;10.4;244;5;6
2022;Mercedes-Benz;3;6;Z;10.5;247;5;6
2022;Mercedes-Benz;3;6;Z;11.5;269;4;6
2022;Mercedes-Benz;4;8;Z;12.9;301;3;5
2022;Mercedes-Benz;2;4;Z;11.5;267;4;6
2022;Mercedes-Benz;2;4;Z;11.5;267;4;6
2022;Mercedes-Benz;2;4;Z;12.1;282;4;6
2022;Mercedes-Benz;3;6;Z;9.9;231;5;6
2022;Mercedes-Benz;4;8;Z;12.2;285;4;5
2022;MINI;1.5;3;Z;7.3;170;7;7
2022;MINI;1.5;3;Z;7.6;177;7;7
2022;MINI;1.5;3;Z;7.3;170;7;7
2022;MINI;1.5;3;Z;7.6;177;7;7
2022;MINI;1.5;3;Z;7.3;170;7;7
2022;MINI;1.5;3;Z;7.6;177;7;7
2022;MINI;1.5;3;Z;9.1;211;5;7
2022;MINI;2;4;Z;7.5;174;7;7
2022;MINI;2;4;Z;9.1;211;5;7
2022;MINI;2;4;Z;7.5;174;7;7
2022;MINI;2;4;Z;9.1;211;5;7
2022;MINI;2;4;Z;8.9;207;6;7
2022;MINI;2;4;Z;7.8;182;6;7
2022;MINI;2;4;Z;8.8;205;6;7
2022;MINI;2;4;Z;9.1;212;5;7
2022;MINI;2;4;Z;8.2;191;6;7
2022;MINI;2;4;Z;9.1;211;5;7
2022;MINI;2;4;Z;9;210;5;3
2022;MINI;2;4;Z;8.5;198;6;7
2022;MINI;2;4;Z;9.2;210;5;3
2022;Mitsubishi;1.5;4;X;9.3;216;5;5
2022;Mitsubishi;1.2;3;X;6.2;143;8;5
2022;Mitsubishi;1.2;3;X;6.5;151;8;5
2022;Mitsubishi;2.5;4;X;8.9;208;6;6
2022;Mitsubishi;2;4;X;8.8;206;6;5
2022;Mitsubishi;2;4;X;9.2;213;5;5
2022;Mitsubishi;2.4;4;X;9.4;218;5;5
2022;Nissan;2.5;4;X;7.9;186;6;7
2022;Nissan;2.5;4;X;8.1;190;6;7
2022;Nissan;5.6;8;Z;15.4;362;2;3
2022;Nissan;3.8;6;X;11.3;266;4;5
2022;Nissan;3.8;6;X;12.3;288;4;5
2022;Nissan;1.6;4;X;7.2;169;7;7
2022;Nissan;3.5;6;Z;9.9;233;5;3
2022;Nissan;3.5;6;X;10.4;245;5;5
2022;Nissan;3.5;6;X;10.5;246;5;5
2022;Nissan;2;4;X;8;188;6;6
2022;Nissan;2;4;X;9.1;213;5;6
2022;Nissan;2;4;X;8.3;196;6;6
2022;Nissan;1.5;3;X;7.2;169;7;6
2022;Nissan;2.5;4;X;8.1;190;6;7
2022;Nissan;1.5;3;X;7.6;179;7;6
2022;Nissan;1.5;3;X;7.7;181;6;6
2022;Nissan;2.5;4;X;8.3;195;6;7
2022;Nissan;2;4;X;7.1;167;7;7
2022;Nissan;2;4;X;7.3;171;7;7
2022;Nissan;2;4;X;7.9;185;6;7
2022;Nissan;2;4;X;8.1;189;6;7
2022;Nissan;1.6;4;X;6.7;158;7;7
2022;Nissan;1.6;4;X;7.7;181;7;7
2022;Porsche;2;4;Z;10;233;5;1
2022;Porsche;2;4;Z;10.5;245;5;1
2022;Porsche;2;4;Z;10.1;236;5;1
2022;Porsche;2;4;Z;10.5;245;5;1
2022;Porsche;2.5;4;Z;10.9;255;5;1
2022;Porsche;2.5;4;Z;11.2;263;4;1
2022;Porsche;4;6;Z;11.1;260;4;5
2022;Porsche;4;6;Z;12.2;284;4;5
2022;Porsche;2;4;Z;10;233;5;1
2022;Porsche;2;4;Z;10.5;245;5;1
2022;Porsche;2;4;Z;10.1;236;5;1
2022;Porsche;2;4;Z;10.5;245;5;1
2022;Porsche;2.5;4;Z;10.9;255;5;1
2022;Porsche;2.5;4;Z;11.2;263;4;1
2022;Porsche;4;6;Z;11.6;271;4;5
2022;Porsche;4;6;Z;12.2;286;4;5
2022;Porsche;4;6;Z;11.1;260;4;5
2022;Porsche;4;6;Z;12.2;284;4;5
2022;Porsche;4;6;Z;11.6;271;4;5
2022;Porsche;4;6;Z;12.2;286;4;5
2022;Porsche;3;6;Z;11.6;275;4;5
2022;Porsche;3;6;Z;11.6;275;4;5
2022;Porsche;3;6;Z;11.6;275;4;5
2022;Porsche;3;6;Z;11.6;275;4;5
2022;Porsche;3;6;Z;11.7;274;4;5
2022;Porsche;3;6;Z;11.3;264;4;5
2022;Porsche;3;6;Z;11.7;273;4;5
2022;Porsche;3;6;Z;11.8;275;4;5
2022;Porsche;3;6;Z;11.8;275;4;5
2022;Porsche;3;6;Z;11.8;275;4;5
2022;Porsche;3;6;Z;11.7;273;4;5
2022;Porsche;3;6;Z;12;281;4;5
2022;Porsche;3;6;Z;12.1;289;4;5
2022;Porsche;3;6;Z;11.9;276;4;5
2022;Porsche;3;6;Z;12.2;289;4;5
2022;Porsche;3;6;Z;11.9;278;4;5
2022;Porsche;3;6;Z;12.1;288;4;5
2022;Porsche;3;6;Z;12.2;289;4;5
2022;Porsche;3;6;Z;12.3;288;4;5
2022;Porsche;3;6;Z;12.7;296;4;5
2022;Porsche;4;6;Z;14.3;334;3;3
2022;Porsche;4;6;Z;15.2;355;3;3
2022;Porsche;4;6;Z;14.4;335;3;3
2022;Porsche;4;6;Z;15.2;354;3;3
2022;Porsche;3;6;Z;11.6;275;4;5
2022;Porsche;3;6;Z;11.8;274;4;5
2022;Porsche;3;6;Z;11.9;278;4;5
2022;Porsche;3;6;Z;12.3;287;4;5
2022;Porsche;3;6;Z;12.7;296;4;5
2022;Porsche;3.7;6;Z;13.7;321;3;5
2022;Porsche;3.7;6;Z;13.9;324;3;5
2022;Porsche;3.7;6;Z;13.7;321;3;5
2022;Porsche;3.7;6;Z;14.1;328;3;5
2022;Porsche;3;6;Z;12.4;289;4;5
2022;Porsche;3;6;Z;12.4;289;4;5
2022;Porsche;2.9;6;Z;12.9;307;3;5
2022;Porsche;2.9;6;Z;13;305;3;5
2022;Porsche;4;8;Z;14.2;331;3;3
2022;Porsche;4;8;Z;14;326;3;3
2022;Porsche;4;8;Z;14.8;343;3;3
2022;Porsche;4;8;Z;14.1;330;3;3
2022;Porsche;4;8;Z;14.8;345;3;3
2022;Porsche;2;4;Z;11;263;4;5
2022;Porsche;2.9;6;Z;12.2;289;4;5
2022;Porsche;2.9;6;Z;12.2;290;4;5
2022;Porsche;2.9;6;Z;11.6;274;4;5
2022;Porsche;2.9;6;Z;11.5;274;4;5
2022;Porsche;2.9;6;Z;12.2;289;4;5
2022;Porsche;2.9;6;Z;11.7;274;4;5
2022;Porsche;2.9;6;Z;11.4;276;4;5
2022;Porsche;2.9;6;Z;12.2;292;4;5
2022;Porsche;2.9;6;Z;12.2;292;4;5
2022;Porsche;4;8;Z;13.7;323;3;3
2022;Porsche;4;8;Z;13.9;323;3;3
2022;Porsche;4;8;Z;13.5;326;3;3
2022;Porsche;4;8;Z;13.5;326;3;3
2022;Porsche;4;8;Z;13.5;326;3;3
2022;Ram;3;6;D;9;243;5;1
2022;Ram;3;6;D;8.9;238;5;1
2022;Ram;3.6;6;X;10.8;253;5;5
2022;Ram;3.6;6;X;10.4;245;5;5
2022;Ram;5.7;8;X;13.6;320;3;5
2022;Ram;5.7;8;X;11.7;275;4;5
2022;Ram;3;6;D;9.7;260;4;1
2022;Ram;3.6;6;X;11.1;260;4;5
2022;Ram;5.7;8;X;13.8;325;3;5
2022;Ram;5.7;8;X;12.1;284;4;5
2022;Ram;6.2;8;Z;19.8;465;1;1
2022;Ram;3.6;6;X;11.9;280;4;3
2022;Ram;5.7;8;X;13.7;323;3;3
2022;Ram;3.6;6;X;12.6;295;4;3
2022;Ram;5.7;8;X;14.1;330;3;3
2022;Ram;2.4;4;X;9.9;232;5;6
2022;Rolls-Royce;6.7;12;Z;16.5;386;2;3
2022;Rolls-Royce;6.7;12;Z;16.5;386;2;3
2022;Rolls-Royce;6.7;12;Z;16.7;387;2;3
2022;Rolls-Royce;6.7;12;Z;16.7;387;2;3
2022;Rolls-Royce;6.7;12;Z;16.7;387;2;3
2022;Rolls-Royce;6.7;12;Z;16.3;382;2;3
2022;Rolls-Royce;6.7;12;Z;16.3;382;2;3
2022;Subaru;2.4;4;X;10.5;245;5;3
2022;Subaru;2.4;4;Z;9.5;224;5;3
2022;Subaru;2.4;4;Z;10.5;247;5;3
2022;Subaru;2;4;X;7.9;184;6;7
2022;Subaru;2;4;X;9.4;220;5;7
2022;Subaru;2.5;4;X;8;188;6;7
2022;Subaru;2.5;4;X;8.2;192;6;7
2022;Subaru;2.5;4;X;9;210;5;7
2022;Subaru;2;4;X;7.4;174;7;7
2022;Subaru;2;4;X;9;209;5;7
2022;Subaru;2;4;X;7.6;178;7;7
2022;Subaru;2;4;X;9;211;5;7
2022;Subaru;2.4;4;X;8.7;205;6;3
2022;Subaru;2.5;4;X;7.8;184;6;7
2022;Subaru;2.4;4;X;9.1;213;5;3
2022;Subaru;2.5;4;X;8.2;192;6;7
2022;Subaru;2.4;4;X;10;235;5;3
2022;Subaru;2.4;4;Z;11.2;262;4;3
2022;Subaru;2.4;4;Z;10.8;254;5;3
2022;Toyota;4;6;X;13.8;323;3;5
2022;Toyota;4;6;X;13.8;321;3;5
2022;Toyota;2;4;X;8.2;189;6;3
2022;Toyota;2.5;4;X;7.4;174;7;7
2022;Toyota;2.5;4;X;7.6;178;7;7
2022;Toyota;3.5;6;X;9.2;215;5;5
2022;Toyota;3.5;6;X;9.4;220;5;5
2022;Toyota;2.5;4;X;8.2;192;6;6
2022;Toyota;2.5;4;X;8.4;195;6;6
2022;Toyota;2.5;4;X;4.9;113;9;7
2022;Toyota;2.5;4;X;5.1;121;9;7
2022;Toyota;1.8;4;X;7.1;166;7;5
2022;Toyota;1.8;4;X;7.3;170;7;5
2022;Toyota;1.8;4;X;7.1;165;7;5
2022;Toyota;2;4;X;6.8;159;7;7
2022;Toyota;2;4;X;7;164;7;7
2022;Toyota;2;4;X;7.4;172;7;7
2022;Toyota;2;4;X;7;164;7;7
2022;Toyota;2;4;X;6.8;159;7;7
2022;Toyota;2;4;X;7.6;179;7;7
2022;Toyota;1.8;4;X;4.5;106;9;7
2022;Toyota;2;4;X;7.3;171;7;7
2022;Toyota;2;4;X;7.8;182;6;7
2022;Toyota;2.4;4;Z;9.6;224;5;3
2022;Toyota;2.4;4;Z;10.5;246;5;3
2022;Toyota;2;4;Z;8.4;195;6;7
2022;Toyota;3;6;Z;9.4;218;5;5
2022;Toyota;3.5;6;X;10.3;241;5;5
2022;Toyota;2.5;4;X;6.7;158;7;7
2022;Toyota;2.5;4;X;6.7;156;7;7
2022;Toyota;1.8;4;X;4.5;106;9;7
2022;Toyota;1.8;4;X;4.8;111;9;7
2022;Toyota;2.5;4;X;7.9;184;6;7
2022;Toyota;2.5;4;X;7.7;180;7;7
2022;Toyota;2.5;4;X;8.4;198;6;6
2022;Toyota;2.5;4;X;8;187;6;6
2022;Toyota;2.5;4;X;7.9;184;6;6
2022;Toyota;2.5;4;X;8.5;200;6;6
2022;Toyota;2.5;4;X;6;140;8;7
2022;Toyota;5.7;8;X;16.4;385;2;5
2022;Toyota;2.5;4;X;6.6;154;7;7
2022;Toyota;2.5;4;X;6.7;158;7;7
2022;Toyota;3.5;6;X;11.8;278;4;5
2022;Toyota;3.5;6;X;12.7;299;3;5
2022;Toyota;3.5;6;X;12.9;300;3;5
2022;Toyota;3.4;6;X;11.8;277;4;5
2022;Toyota;3.4;6;X;12.2;285;4;5
2022;Toyota;3.4;6;X;12.2;286;4;5
2022;Toyota;3.4;6;X;11.7;274;4;5
2022;Toyota;3.4;6;X;11.9;277;4;5
2022;Toyota;2.5;4;X;6.1;142;8;7
2022;Volkswagen;2;4;X;10.6;249;5;3
2022;Volkswagen;3.6;6;X;12.2;286;4;5
2022;Volkswagen;2;4;X;10.7;252;5;3
2022;Volkswagen;3.6;6;X;11.7;275;4;5
2022;Volkswagen;2;4;X;8.3;194;6;5
2022;Volkswagen;2;4;X;8.5;198;6;5
2022;Volkswagen;2;4;Z;9.1;213;5;5
2022;Volkswagen;2;4;Z;10.2;237;5;5
2022;Volkswagen;1.5;4;X;6.8;159;7;7
2022;Volkswagen;1.5;4;X;7.1;167;7;7
2022;Volkswagen;1.5;4;X;6.9;161;7;7
2022;Volkswagen;2;4;X;7.9;185;6;7
2022;Volkswagen;2;4;X;7.9;186;6;7
2022;Volkswagen;2;4;X;8.3;196;6;7
2022;Volkswagen;1.5;4;X;7.6;178;7;7
2022;Volkswagen;1.5;4;X;8.5;200;6;7
2022;Volkswagen;2;4;X;9.4;222;5;7
2022;Volkswagen;2;4;X;9.8;229;5;7
2022;Volvo;2;4;Z;8;186;6;5
2022;Volvo;2;4;Z;8.3;193;6;5
2022;Volvo;2;4;Z;9.1;212;5;7
2022;Volvo;2;4;Z;9.6;224;5;7
2022;Volvo;2;4;Z;9.5;221;5;5
2022;Volvo;2;4;Z;9.5;222;5;7
2022;Volvo;2;4;X;9.3;217;5;5
2022;Volvo;2;4;Z;9.4;219;5;5
2022;Volvo;2;4;Z;9.4;219;5;5
2022;Volvo;2;4;Z;9.9;232;5;7
2022;Volvo;2;4;Z;10.1;236;5;5
2022;Volvo;2;4;Z;10.8;252;5;7
